"num","Authors","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI"
100,"Yaminifar S.,  Aeenehvand S.,  Ghelichkhani G.,  Ahmadloo M.,  Arabameri M.,  Moazzen M.,  Shariatifar N.","The measurement and health risk assessment of polychlorinated biphenyls in butter samples using the QuEChERS/GC-MS method","2021","International Journal of Dairy Technology","74","4","","737","746","","10.1111/1471-0307.12805",,,,,,,,,
69,"Delorme M.M.,  Pimentel T.C.,  Freitas M.Q.,  da Cunha D.T.,  Silva R.,  Guimaraes J.T.,  Scudino H.,  Esmerino E.A.,  Duarte M.C.K.H.,  Cruz A.G.","Consumer innovativeness and perception about innovative processing technologies: A case study with sliced Prato cheese processed by ultraviolet radiation","2021","International Journal of Dairy Technology","74","4","","768","777","","10.1111/1471-0307.12807",,,,,,,,,
59,"Bulut M.,  Tuncturk Y.,  Alwazeer D.","Effect of fortification of set-type yoghurt with different plant extracts on its physicochemical, rheological, textural and sensory properties during storage","2021","International Journal of Dairy Technology","74","4","","723","736","","10.1111/1471-0307.12803",,,,,,,,,
49,"Hajmohammadi M.,  Valizadeh R.,  Naserian A.,  Nourozi M.E.,  Oliveira C.A.F.","Effect of size fractionation of a raw bentonite on the excretion rate of aflatoxin M1 in milk from dairy cows fed with aflatoxin B1","2021","International Journal of Dairy Technology","74","4","","709","714","","10.1111/1471-0307.12808",,,,,,,,,
48,"Kamankesh M.,  Mohammadi A.,  Ghanati K.","Determination of biogenic amines in Lighvan cheese using a novel hollow-fibre electromembrane-microextraction coupled with gas chromatography–mass spectrometry","2021","International Journal of Dairy Technology","74","4","","759","767","","10.1111/1471-0307.12806",,,,,,,,,
98,"Ammu V.K.,  Minz P.S.,  Vairat A.D.,  Singh A.K.,  Sinha C.","Application of centrifugation technology for production of chhana – An Indian soft cheese","2021","International Journal of Dairy Technology","74","3","","547","553","","10.1111/1471-0307.12775",,,,,,,,,
82,"Kashaninejad M.,  Razavi S.M.A.","The effect of pH and NaCl on the diafiltration performance of camel milk","2021","International Journal of Dairy Technology","74","3","","462","471","","10.1111/1471-0307.12774",,,,,,,,,
80,"Karaman S.,  Ozcan T.","Determination of gelation properties and bio-therapeutic potential of black carrot fibre-enriched functional yoghurt produced using pectin and gum arabic as prebiotic","2021","International Journal of Dairy Technology","74","3","","505","517","","10.1111/1471-0307.12776",,,,,,,,,
52,"Akan E.,  Yerlikaya O.,  Akpinar A.,  Karagozlu C.,  Kinik O.,  Uysal H.R.","The effect of various herbs and packaging material on antioxidant activity and colour parameters of whey (Lor) cheese","2021","International Journal of Dairy Technology","74","3","","554","563","","10.1111/1471-0307.12778",,,,,,,,,
73,"Eor J.Y.,  Son Y.J.,  Kim S.H.","The anti-inflammatory and anti-oxidative potential of synbiotics in two independent cell lines","2021","International Journal of Dairy Technology","74","3","","518","527","","10.1111/1471-0307.12777",,,,,,,,,
85,"Li H.,  Qin A.,  Zhang Y.,  Yu H.,  Sun Y.,  Li H.,  Yu J.","Characterisation of a thermally denatured whey protein isolate–butter emulsion/emulsion gel mediated by citric acid and a pre-emulsification method","2021","International Journal of Dairy Technology","74","3","","600","605","","10.1111/1471-0307.12779",,,,,,,,,
55,"Ali A.H.,  Wei W.,  Khalifa S.A.,  Zhang X.,  Wang X.","Effect of pasteurisation, homogenisation and freeze-drying on bovine and buffalo milk fat triacylglycerols profile","2021","International Journal of Dairy Technology","74","3","","472","488","","10.1111/1471-0307.12781",,,,,,,,,
60,"Carvalho L.G.,  Alvim M.M.A.,  Fabri R.L.,  Apolonio A.C.M.","Staphylococcus aureus biofilm formation in Minas Frescal cheese packaging","2021","International Journal of Dairy Technology","74","3","","575","580","","10.1111/1471-0307.12783",,,,,,,,,
81,"Kasapcopur E.,  Mohammed A.M.,  Colakoglu A.S.","Effects of differences in whey composition on the physicochemical properties of whey butter","2021","International Journal of Dairy Technology","74","3","","535","546","","10.1111/1471-0307.12782",,,,,,,,,
45,"Bicer Y.,  Telli A.E.,  Sonmez G.,  Turkal G.,  Telli N.,  Ucar G.","Comparison of commercial and traditional kefir microbiota using metagenomic analysis","2021","International Journal of Dairy Technology","74","3","","528","534","","10.1111/1471-0307.12789",,,,,,,,,
66,"Del Matto I.,  Rossi F.,  Iannitto G.,  Petrone D.,  Mastrodomenico M.T.,  Alessiani A.,  Sacchini L.,  Amadoro C.,  Tucci P.,  Marino L.","Variability of the microbiota in traditional Caciocavallo, Scamorza and Caciotta cheeses manufactured with raw milk and natural cultures","2021","International Journal of Dairy Technology","74","3","","564","574","","10.1111/1471-0307.12787",,,,,,,,,
71,"Eberhardt A.,  Lopez E.C.,  Marino F.,  Mammarella E.J.,  Manzo R.M.,  Sihufe G.A.","Whey protein hydrolysis with microbial proteases: Determination of kinetic parameters and bioactive properties for different reaction conditions","2021","International Journal of Dairy Technology","74","3","","489","504","","10.1111/1471-0307.12795",,,,,,,,,
67,"Delorme E.,  Paysant B.,  Trossat P.,  Gauzere Y.,  Pochet S.,  Beuvier E.,  Achilleos C.","A strategy to assess the sieving time of curd sampled during cheese manufacture to separate curd from whey","2021","International Journal of Dairy Technology","74","3","","606","609","","10.1111/1471-0307.12790",,,,,,,,,
99,"Walshe E.J.,  O'Regan J.,  O'Mahony J.A.","Influence of protein content and profile on the processing characteristics and physical properties of model infant formula powders","2021","International Journal of Dairy Technology","74","3","","592","599","","10.1111/1471-0307.12788",,,,,,,,,
77,"Guralnick J.R.,  Panthi R.R.,  Bot F.,  Cenini V.L.,  O'Hagan B.M.G.,  Crowley S.V.,  O'Mahony J.A.","Pilot-scale production and physicochemical characterisation of spray-dried nanoparticulated whey protein powders","2021","International Journal of Dairy Technology","74","3","","581","591","","10.1111/1471-0307.12797",,,,,,,,,
61,"Chon J.-W.,  Koo R.,  Song K.-Y.,  Kang I.-B.,  Kim D.-H.,  Bae D.,  Kim H.,  Kim S.-H.,  Seo K.-H.","Strategies for expanding HACCP certification rate using an awareness survey of dairy farmers","2021","International Journal of Dairy Technology","74","3","","453","461","","10.1111/1471-0307.12786",,,,,,,,,
47,"Gunay E.,  Guneser O.,  Karagul Yuceer Y.","A comparative study of amino acid, mineral and vitamin profiles of milk from Turkish Saanen, Hair and Maltese goat breeds throughout lactation","2021","International Journal of Dairy Technology","74","3","","441","452","","10.1111/1471-0307.12798",,,,,,,,,
42,"Los P.R.,  Simoes D.R.S.,  Benvenutti L.,  Zielinski A.A.F.,  Alberti A.,  Nogueira A.","Combining chemical analysis, sensory profile, CATA, preference mapping and chemometrics to establish the consumer quality standard of Camembert-type cheeses","2021","International Journal of Dairy Technology","74","2","","371","382","","10.1111/1471-0307.12753",,,,,,,,,
64,"Cozzolino R.,  Martignetti A.,  De Giulio B.,  Malorni L.,  Addeo F.,  Picariello G.","SPME GC-MS monitoring of volatile organic compounds to assess typicity of Pecorino di Carmasciano ewe-milk cheese","2021","International Journal of Dairy Technology","74","2","","383","392","","10.1111/1471-0307.12756",,,,,,,,,
39,"Mendez-Romero J.I.,  Reyes-Diaz R.,  Santiago-Lopez L.,  Hernandez-Mendoza A.,  Vallejo-Cordoba B.,  Sayago-Ayerdi S.G.,  Gomez-Gil B.,  Gonzalez-Cordova A.F.","Artisanal Fresco cheese from Sonora: Physicochemical composition, microbial quality, and bacterial characterization by high-throughput sequencing","2021","International Journal of Dairy Technology","74","2","","359","370","","10.1111/1471-0307.12751",,,,,,,,,
72,"Ebrahimi A.,  Moosavy M.-H.,  Khatibi S.A.,  Barabadi Z.,  Hajibemani A.","A comparative study of the antibacterial properties of milk from different domestic animals","2021","International Journal of Dairy Technology","74","2","","425","430","","10.1111/1471-0307.12757",,,,,,,,,
65,"de Almeida Brasiel P.G.,  Dutra Medeiros J.,  Barbosa Ferreira Machado A.,  Schuchter Ferreira M.,  Gouveia Peluzio M.D.C.,  Potente Dutra Luquetti S.C.","Microbial community dynamics of fermented kefir beverages changes over time","2021","International Journal of Dairy Technology","74","2","","324","331","","10.1111/1471-0307.12759",,,,,,,,,
97,"Vargas M.O.,  Prestes A.A.,  Miotto M.,  Prudencio E.S.","Dulce de leche: Product types, production processes, quality aspects and innovations minor EDITS","2021","International Journal of Dairy Technology","74","2","","262","276","","10.1111/1471-0307.12762",,,,,,,,,
75,"Finnegan E.W.,  Mahomud M.S.,  Murphy E.G.,  O'Mahony J.A.","The influence of pre-heat treatment of skim milk on key quality attributes of fat filled milk powder made therefrom","2021","International Journal of Dairy Technology","74","2","","404","413","","10.1111/1471-0307.12758",,,,,,,,,
70,"Domingo J.L.","Concentrations of toxic elements (As, Cd, Hg and Pb) in cow milk: A review of the recent scientific literature","2021","International Journal of Dairy Technology","74","2","","277","285","","10.1111/1471-0307.12764",,,,,,,,,
88,"Pathania P.,  Sharma V.,  Rao P.S.,  Arora S.,  Panjagari N.R.","A distinction of cow and buffalo ghee using principal component analysis of triglyceride composition","2021","International Journal of Dairy Technology","74","2","","352","358","","10.1111/1471-0307.12768",,,,,,,,,
84,"Kumar R.,  Mada S.B.,  Reddi S.,  Kaur T.,  Kapila R.,  Kapila S.","Comparative evaluation of the protective effects of cow, buffalo and goat milk in glucocorticoid-induced bone alterations in mice","2021","International Journal of Dairy Technology","74","2","","316","323","","10.1111/1471-0307.12770",,,,,,,,,
83,"Kenari R.E.,  Razavi R.","Effect of sonication conditions: Time, temperature and amplitude on physicochemical, textural and sensory properties of yoghurt","2021","International Journal of Dairy Technology","74","2","","332","343","","10.1111/1471-0307.12761",,,,,,,,,
43,"Goncalves B.L.,  Ulliana R.D.,  Ramos G.L.P.A.,  Cruz A.G.,  Oliveira C.A.F.,  Kamimura E.S.,  Corassin C.H.","Occurrence of aflatoxin M1 in milk and Minas Frescal cheese manufactured in Brazilian dairy plants","2021","International Journal of Dairy Technology","74","2","","431","434","","10.1111/1471-0307.12772",,,,,,,,,
93,"Sert D.,  Ucok G.,  Kara U.,  Mercan E.M.I.N.","Development of gelatine-based edible film by addition of whey powders with different demineralisation ratios: Physicochemical, thermal, mechanical and microstructural characteristics","2021","International Journal of Dairy Technology","74","2","","414","424","","10.1111/1471-0307.12763",,,,,,,,,
95,"Sumner J.","The British Mastitis Conference 2020 – A one-day virtual conference, jointly organised by The Dairy Group and the University of Nottingham","2021","International Journal of Dairy Technology","74","2","","435","437","","10.1111/1471-0307.12773",,,,,,,,,
15,"Kumar S.M.H.,  Sabikhi L.,  Lamba H.","Emulsification properties of sodium caseinate-based conjugates with selected polysaccharides","2021","International Journal of Dairy Technology","74","1","","44","51","","10.1111/1471-0307.12713",,,,,,,,,
50,"Agiral S.,  Ozturkoglu Budak S.,  Ilbasmis Tamer S.,  Ozer B.,  Yazihan N.","In vitro digestion and absorption efficiency of homogenised milk lipids","2021","International Journal of Dairy Technology","74","1","","52","62","","10.1111/1471-0307.12723",,,,,,,,,
54,"Ali F.,  Tian K.,  Liu X.,  Atehli D.,  Wang J.","Sodium hexametaphosphate’s impact on hydrodynamic parameters of milk fat globule membrane","2021","International Journal of Dairy Technology","74","1","","63","74","","10.1111/1471-0307.12733",,,,,,,,,
25,"Nyuydze C.,  Martinez-Monteagudo S.I.","Role of soy lecithin on emulsion stability of dairy beverages treated by ultrasound","2021","International Journal of Dairy Technology","74","1","","84","94","","10.1111/1471-0307.12731",,,,,,,,,
22,"A. Chaves M.,  Franckin V.,  Sinigaglia-Coimbra R.,  Pinho S.C.","Nanoliposomes coencapsulating curcumin and vitamin D3 produced by hydration of proliposomes: Effects of the phospholipid composition in the physicochemical characteristics of vesicles and after incorporation in yoghurts","2021","International Journal of Dairy Technology","74","1","","107","117","","10.1111/1471-0307.12729",,,,,,,,,
27,"Khan A.,  Munir M.T.,  Yu W.,  Young B.R.","Near-infrared spectroscopy and data analysis for predicting milk powder quality attributes","2021","International Journal of Dairy Technology","74","1","","235","245","","10.1111/1471-0307.12734",,,,,,,,,
28,"Pena F.L.,  Souza M.C.,  Valle M.C.P.R.,  Bezerra R.M.N.,  Rostagno M.A.,  Antunes A.E.C.","Probiotic fermented milk with high content of polyphenols: Study of viability and bioaccessibility after simulated digestion","2021","International Journal of Dairy Technology","74","1","","170","180","","10.1111/1471-0307.12735",,,,,,,,,
26,"Rafiq S.,  Gulzar N.,  Sameen A.,  Huma N.,  Hayat I.,  Ijaz R.","Functional role of bioactive peptides with special reference to cheeses","2021","International Journal of Dairy Technology","74","1","","1","16","","10.1111/1471-0307.12732",,,,,,,,,
87,"Nag A.,  Waterland M.,  Singh H.","Effect on cell membrane structural integrity of xylitol-coated probiotics when stabilised with milk solids – A FTIR study","2021","International Journal of Dairy Technology","74","1","","128","138","","10.1111/1471-0307.12738",,,,,,,,,
29,"Rasouli Pirouzian H.,  Alakas E.,  Cayir M.,  Yakisik E.,  Toker O.S.,  Kaya S.,  Tanyeri O.","Buttermilk as milk powder and whey substitute in compound milk chocolate: Comparative study and optimisation","2021","International Journal of Dairy Technology","74","1","","246","257","","10.1111/1471-0307.12736",,,,,,,,,
31,"Ghaderi-Ghahfarokhi M.,  Yousefvand A.,  Ahmadi Gavlighi H.,  Zarei M.","The effect of hydrolysed tragacanth gum and inulin on the probiotic viability and quality characteristics of low-fat yoghurt","2021","International Journal of Dairy Technology","74","1","","161","169","","10.1111/1471-0307.12742",,,,,,,,,
58,"Brodziak A.,  Krol J.,  Litwinczuk Z.,  Florek M.","Bioactive compound levels and sensory quality of partially skimmed organic yoghurts: Effects of the milk treatment, production season and starter culture*","2021","International Journal of Dairy Technology","74","1","","139","147","","10.1111/1471-0307.12740",,,,,,,,,
32,"Sen C.,  Ray P.R.,  Bhattacharyya M.","A critical review on metabolomic analysis of milk and milk products","2021","International Journal of Dairy Technology","74","1","","17","31","","10.1111/1471-0307.12745",,,,,,,,,
30,"Ozcan T.,  Ozdemir T.,  Avci H.R.","Survival of Lactobacillus casei and functional characteristics of reduced sugar red beetroot yoghurt with natural sugar substitutes","2021","International Journal of Dairy Technology","74","1","","148","160","","10.1111/1471-0307.12741",,,,,,,,,
91,"Pretorius C.,  Buys E.M.","Extended shelf life milk processing: Effect of simulated cleaning in place on the germination and attachment of Bacillus cereus spores","2021","International Journal of Dairy Technology","74","1","","75","83","","10.1111/1471-0307.12744",,,,,,,,,
33,"Ajlouni S.,  Ranadheera C.S.,  Chua E.L.","Encapsulation increases the in vitro bioaccessibility of probiotics in yoghurt","2021","International Journal of Dairy Technology","74","1","","118","127","","10.1111/1471-0307.12746",,,,,,,,,
34,"Cais-Sokolinska D.,  Kaczynski L.K.,  Bierzunska P.,  Skotarczak E.,  Dobek A.","Consumer acceptance in context: Texture, melting, and sensory properties of fried ripened curd cheese","2021","International Journal of Dairy Technology","74","1","","225","234","","10.1111/1471-0307.12747",,,,,,,,,
20,"Molaee Parwangvarei M.,  Fazeli M.R.,  Mortazavian A.M.,  Sarem Nezhad S.,  Mortazavi S.A.","Comparative effect of probiotic and paraprobiotic addition on rheological and sensory properties of yoghurt","2021","International Journal of Dairy Technology","74","1","","95","106","","10.1111/1471-0307.12727",,,,,,,,,
37,"Eisenstecken D.,  Stanstrup J.,  Robatscher P.,  Huck C.W.,  Oberhuber M.","Fatty acid profiling of bovine milk and cheese from six European areas by GC-FID and GC-MS","2021","International Journal of Dairy Technology","74","1","","215","224","","10.1111/1471-0307.12749",,,,,,,,,
36,"O'Callaghan S.,  O'Connor D.,  Goulding D.","A dynamic decision support model for the seasonal transportation of raw milk","2021","International Journal of Dairy Technology","74","1","","32","43","","10.1111/1471-0307.12748",,,,,,,,,
38,"Pandule V.S.,  Sharma M.,  Devaraja H.C.,  Surendra Nath B.","Omega-3 fatty acid-fortified butter: Preparation and characterisation of textural, sensory, thermal and physico-chemical properties","2021","International Journal of Dairy Technology","74","1","","181","191","","10.1111/1471-0307.12750",,,,,,,,,
40,"Garcia-Gomez B.,  Vazquez-Oderiz M.L.,  Munoz-Ferreiro N.,  Romero-Rodriguez M.A.,  Vazquez M.","Novel cheese with vegetal rennet and microbial transglutaminase: Effect of storage on consumer acceptability, sensory and instrumental properties","2021","International Journal of Dairy Technology","74","1","","202","214","","10.1111/1471-0307.12752",,,,,,,,,
5,"Lee C.S.,  Lee S.H.,  Kim S.H.","Bone-protective effects of Lactobacillus plantarum B719-fermented milk product","2020","International Journal of Dairy Technology","73","4","","706","717","","10.1111/1471-0307.12701",,,,,,,,,
6,"Nogueira M.H.,  Tavares G.M.,  Casanova F.,  Silva C.R.J.,  Rocha J.C.G.,  Stringheta P.C.,  Stephani R.,  Perrone I.T.,  de Carvalho A.F.","Cross-linked casein micelle used as encapsulating agent for jaboticaba (Plinia jaboticaba) phenolic compounds by spray drying","2020","International Journal of Dairy Technology","73","4","","765","770","","10.1111/1471-0307.12704",,,,,,,,,
9,"Eor J.Y.,  Tan P.L.,  Son Y.J.,  Lee C.S.,  Kim S.H.","Milk products fermented by Lactobacillus strains modulate the gut–bone axis in an ovariectomised murine model","2020","International Journal of Dairy Technology","73","4","","743","756","","10.1111/1471-0307.12708",,,,,,,,,
11,"da Silva L.C.A.,  Lafeta Junior J.A.Q.,  Leite M.O.,  Fontes E.A.F.,  Coimbra J.S.R.","Comparative appraisal of HPLC, Chloramine-T and Lane–Eynon methods for quantification of carbohydrates in concentrated dairy products","2020","International Journal of Dairy Technology","73","4","","795","800","","10.1111/1471-0307.12710",,,,,,,,,
10,"Elgar D.F.,  Hill J.P.,  Holroyd S.E.,  Peddie G.S.","Comparison of analytical methods for measuring protein content of whey protein products and investigation of influences on nitrogen conversion factors","2020","International Journal of Dairy Technology","73","4","","790","794","","10.1111/1471-0307.12709",,,,,,,,,
7,"Nastaj M.,  Solowiej B.G.","The effect of various pH values on foaming properties of whey protein preparations","2020","International Journal of Dairy Technology","73","4","","683","694","","10.1111/1471-0307.12705",,,,,,,,,
8,"Taghizadeh Moghaddam S.,  Javadi A.,  Matin A.A.","Reduction of bisphenol A by Lactobacillus acidophilus and Lactobacillus plantarum in yoghurt","2020","International Journal of Dairy Technology","73","4","","737","742","","10.1111/1471-0307.12706",,,,,,,,,
53,"Akpinar A.,  Saygili D.,  Yerlikaya O.","Production of set-type yoghurt using Enterococcus faecium and Enterococcus durans strains with probiotic potential as starter adjuncts","2020","International Journal of Dairy Technology","73","4","","726","736","","10.1111/1471-0307.12714",,,,,,,,,
16,"Benahmed M.,  Leguerinel I.,  Moussa-Boudjemaa B.","Biodiversity, spoilage capacity and heat resistance of mesophilic aerobic spores isolated from milk powders marketed in Algeria","2020","International Journal of Dairy Technology","73","4","","771","780","","10.1111/1471-0307.12715",,,,,,,,,
14,"Atehli D.,  Wang J.,  Yu J.,  Ali F.,  Wang Y.","Effects of mono- and diglycerides of fatty acids on the milk fat globule membrane after heat treatment","2020","International Journal of Dairy Technology","73","4","","667","673","","10.1111/1471-0307.12712",,,,,,,,,
12,"Hooda A.,  Mann B.,  Sharma R.,  Bajaj R.","Physicochemical characterisation of native micellar casein concentrates from buffalo and cow skim milk harvested using microfiltration","2020","International Journal of Dairy Technology","73","4","","781","789","","10.1111/1471-0307.12711",,,,,,,,,
18,"Godoy-Garcia L.,  Abadia-Garcia L.,  Cruz-Aldaco K.,  Castano-Tostado E.,  Murua-Pagola B.,  Amaya-Llano S.L.","Addition of glycomacropeptide as fat replacer in sugar-reduced Greek-style yoghurt","2020","International Journal of Dairy Technology","73","4","","718","725","","10.1111/1471-0307.12717",,,,,,,,,
4,"Pereira J.P.F.,  Melquiades L.L.,  Stephani R.,  de Oliveira L.F.C.,  Perrone I.T.,  de Carvalho A.F.","Effect of sodium citrate on lactose crystallization in concentrated whey","2020","International Journal of Dairy Technology","73","4","","757","764","","10.1111/1471-0307.12700",,,,,,,,,
17,"Valizadeh Yonjalli R.,  Mirzaei Aghjehgheshlagh F.,  Mahdavi A.,  Navidshad B.,  Staji H.","The effects of tannin extract and linseed oil on yield, physicochemical characteristics and fatty acid profile of ewe milk","2020","International Journal of Dairy Technology","73","4","","656","666","","10.1111/1471-0307.12716",,,,,,,,,
19,"Chakraborty P.,  Bhattacharya B.,  Shivhare U.,  Basu S.","Investigation of heat-acid induced coagulation behaviour of whole milk systems employing front-face fluorescence spectroscopy","2020","International Journal of Dairy Technology","73","4","","674","682","","10.1111/1471-0307.12726",,,,,,,,,
20,"Pimpitak U.,  Rengpipat S.,  Phutong S.,  Buakeaw A.,  Komolpis K.","Development and validation of a lateral flow immunoassay for the detection of aflatoxin M1 in raw and commercialised milks","2020","International Journal of Dairy Technology","73","4","","695","705","","10.1111/1471-0307.12728",,,,,,,,,
23,"Abd El-Salam M.H.,  El-Shibiny S.","Milk fat globule membrane: An overview with particular emphasis on its nutritional and health benefits","2020","International Journal of Dairy Technology","73","4","","639","655","","10.1111/1471-0307.12730",,,,,,,,,
24,"Kelleher C.M.,  Aydogdu T.,  Murphy K.M.,  O'Mahony J.A.,  Kelly A.L.,  O'Callaghan D.J.,  McCarthy N.A.","The effect of protein profile and preheating on denaturation of whey proteins and development of viscosity in milk protein beverages during heat treatment","2020","International Journal of Dairy Technology","73","3","","494","501","","10.1111/1471-0307.12679",,,,,,,,,
35,"Deshpande V.K.,  Walsh M.K.","Effect of thermosonication in a batch system on the survival of spore-forming bacteria","2020","International Journal of Dairy Technology","73","3","","486","493","","10.1111/1471-0307.12685",,,,,,,,,
1,"Wang L.,  Gao E.,  Hu M.,  He Q.,  He Y.,  Zheng X.","Comparative analysis of the fermentation performance of high-quality milk beer strains (Kluyveromyces marxianus) and optimisation of medium formula for high-density fermentation","2020","International Journal of Dairy Technology","73","3","","552","562","","10.1111/1471-0307.12670",,,,,,,,,
13,"Xu B.,  Zhang F.,  Xu X.,  Li X.,  He M.,  Nie X.,  Liu T.","Effect of physiological and production activities on the concentration of naturally occurring steroid hormones in raw milk","2020","International Journal of Dairy Technology","73","3","","471","478","","10.1111/1471-0307.12672",,,,,,,,,
86,"Luzzi G.,  Steffens M.,  Clawin-Radecker I.,  Hoffmann W.,  Franz C.M.A.P.,  Fritsche J.,  Lorenzen P.C.","Enhancing the sweetening power of lactose by enzymatic modification in the reformulation of dairy products","2020","International Journal of Dairy Technology","73","3","","502","512","","10.1111/1471-0307.12681",,,,,,,,,
46,"Dybowska B.E.,  Krupa-Kozak U.","Stability of oil-in-water emulsions as influenced by thermal treatment of whey protein dispersions or emulsions","2020","International Journal of Dairy Technology","73","3","","513","520","","10.1111/1471-0307.12689",,,,,,,,,
51,"Ahmadi E.","Potential public health risk due to consumption of contaminated bovine milk with aflatoxin M1 and Coxiella burnetii in the West of Iran","2020","International Journal of Dairy Technology","73","3","","479","485","","10.1111/1471-0307.12687",,,,,,,,,
57,"Zouari A.,  Mtibaa I.,  Triki M.,  Jridi M.,  Zidi D.,  Attia H.,  Ayadi M.A.","Effect of spray-drying parameters on the solubility and the bulk density of camel milk powder: A response surface methodology approach","2020","International Journal of Dairy Technology","73","3","","616","624","","10.1111/1471-0307.12690",,,,,,,,,
79,"Hidalgo M.E.,  Ingrassia R.,  Nielsen N.S.,  Porfiri M.C.,  Tapia-Maruri D.,  Risso P.H.","Tara gum–bovine sodium caseinate acid gels: Stabilisation of W/W emulsions","2020","International Journal of Dairy Technology","73","3","","521","531","","10.1111/1471-0307.12693",,,,,,,,,
68,"Karimi Sani I.,  Alizadeh Khaledabad M.,  Pirsa S.,  Moghaddas Kia E.","Physico-chemical, organoleptic, antioxidative and release characteristics of flavoured yoghurt enriched with microencapsulated Melissa officinalis essential oil","2020","International Journal of Dairy Technology","73","3","","542","551","","10.1111/1471-0307.12691",,,,,,,,,
90,"Sabia E.,  Gauly M.,  Napolitano F.,  Cifuni G.F.,  Claps S.","The effect of different dietary treatments on volatile organic compounds and aromatic characteristics of buffalo Mozzarella cheese","2020","International Journal of Dairy Technology","73","3","","594","603","","10.1111/1471-0307.12696",,,,,,,,,
2,"Ghandehari Yazdi A.P.,  Barzegar M.,  Ahmadi Gavlighi H.,  Sahari M.A.,  Mohammadian A.H.","Physicochemical properties and organoleptic aspects of ice cream enriched with microencapsulated pistachio peel extract","2020","International Journal of Dairy Technology","73","3","","570","577","","10.1111/1471-0307.12698",,,,,,,,,
78,"Ivanov G.,  Bilgucu E.,  Ivanova I.,  Dimitrova M.","Volatile organic compound profiles of yoghurt produced from cow's milk with different somatic cell counts","2020","International Journal of Dairy Technology","73","3","","563","569","","10.1111/1471-0307.12702",,,,,,,,,
41,"Gebreyowhans S.,  Zhang S.,  Pang X.,  Yang B.,  Wang T.,  Wu Z.,  Lu J.,  Lv J.","Changes in texture, composition and sensory characteristics of Camembert cheese made from a mixture of goat milk and cow milk during ripening","2020","International Journal of Dairy Technology","73","3","","604","615","","10.1111/1471-0307.12699",,,,,,,,,
96,"Al M.,  Ersoz F.,  Ozaktas T.,  Turkanoglu-Ozcelik A.,  Kucukcetin A.","Comparison of the effects of adding microbial transglutaminase to milk and ice cream mixture on the properties of ice cream","2020","International Journal of Dairy Technology","73","3","","578","584","","10.1111/1471-0307.12707",,,,,,,,,
